patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-002.bin,dna.50MB,1024,4,strutil,218388,14,0.3211
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-002.bin,dna.50MB,1024,4,rk,364735,14,0.4493
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-002.bin,dna.50MB,1024,4,kmp,351919,14,0.4452
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-002.bin,dna.50MB,1024,4,naive2,493105,14,0.5942
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-002.bin,dna.50MB,1024,4,so3,178083,14,0.2770
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-002.bin,dna.50MB,1024,4,hor2,139979,14,0.1998
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-002.bin,dna.50MB,1024,4,bndm,247260,14,0.3182
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-007.bin,dna.50MB,1024,4,strutil,205553,4,0.2895
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-007.bin,dna.50MB,1024,4,rk,363775,4,0.5008
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-007.bin,dna.50MB,1024,4,kmp,333291,4,0.4209
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-007.bin,dna.50MB,1024,4,naive2,486225,4,0.5649
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-007.bin,dna.50MB,1024,4,so3,177943,4,0.2645
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-007.bin,dna.50MB,1024,4,hor2,135889,4,0.1835
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-007.bin,dna.50MB,1024,4,bndm,255185,4,0.3127
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-009.bin,dna.50MB,1024,4,strutil,205553,4,0.2520
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-009.bin,dna.50MB,1024,4,rk,363775,4,0.4451
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-009.bin,dna.50MB,1024,4,kmp,350958,4,0.4109
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-009.bin,dna.50MB,1024,4,naive2,490140,4,0.5426
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-009.bin,dna.50MB,1024,4,so3,177943,4,0.2613
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-009.bin,dna.50MB,1024,4,hor2,115737,4,0.1847
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-009.bin,dna.50MB,1024,4,bndm,191303,4,0.2791
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-004.bin,dna.50MB,1024,4,strutil,215821,12,0.2900
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-004.bin,dna.50MB,1024,4,rk,364543,12,0.4412
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-004.bin,dna.50MB,1024,4,kmp,365072,12,0.4581
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-004.bin,dna.50MB,1024,4,naive2,496238,12,0.5934
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-004.bin,dna.50MB,1024,4,so3,178055,12,0.2741
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-004.bin,dna.50MB,1024,4,hor2,139191,12,0.2373
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-004.bin,dna.50MB,1024,4,bndm,245850,12,0.3173
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-003.bin,dna.50MB,1024,4,strutil,209403,7,0.2652
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-003.bin,dna.50MB,1024,4,rk,364063,7,0.4403
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-003.bin,dna.50MB,1024,4,kmp,386619,7,0.4423
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-003.bin,dna.50MB,1024,4,naive2,501843,7,0.5608
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-003.bin,dna.50MB,1024,4,so3,177985,7,0.2444
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-003.bin,dna.50MB,1024,4,hor2,127955,7,0.1828
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-003.bin,dna.50MB,1024,4,bndm,210536,7,0.2658
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-008.bin,dna.50MB,1024,4,strutil,208120,6,0.2525
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-008.bin,dna.50MB,1024,4,rk,363967,6,0.4184
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-008.bin,dna.50MB,1024,4,kmp,348575,6,0.4039
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-008.bin,dna.50MB,1024,4,naive2,490247,6,0.5390
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-008.bin,dna.50MB,1024,4,so3,177971,6,0.2412
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-008.bin,dna.50MB,1024,4,hor2,150071,6,0.2438
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-008.bin,dna.50MB,1024,4,bndm,264203,6,0.3448
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-005.bin,dna.50MB,1024,4,strutil,205553,4,0.2557
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-005.bin,dna.50MB,1024,4,rk,363775,4,0.4564
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-005.bin,dna.50MB,1024,4,kmp,449350,4,0.5175
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-005.bin,dna.50MB,1024,4,naive2,521190,4,0.5787
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-005.bin,dna.50MB,1024,4,so3,177943,4,0.2518
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-005.bin,dna.50MB,1024,4,hor2,134229,4,0.1838
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-005.bin,dna.50MB,1024,4,bndm,277768,4,0.3445
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-000.bin,dna.50MB,1024,4,strutil,215821,12,0.2775
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-000.bin,dna.50MB,1024,4,rk,364543,12,0.4142
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-000.bin,dna.50MB,1024,4,kmp,363856,12,0.4158
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-000.bin,dna.50MB,1024,4,naive2,495158,12,0.5575
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-000.bin,dna.50MB,1024,4,so3,178055,12,0.2439
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-000.bin,dna.50MB,1024,4,hor2,128385,12,0.1808
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-000.bin,dna.50MB,1024,4,bndm,270728,12,0.3770
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-006.bin,dna.50MB,1024,4,strutil,211970,9,0.2719
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-006.bin,dna.50MB,1024,4,rk,364255,9,0.4223
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-006.bin,dna.50MB,1024,4,kmp,439730,9,0.4995
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-006.bin,dna.50MB,1024,4,naive2,544880,9,0.6689
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-006.bin,dna.50MB,1024,4,so3,178013,9,0.2406
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-006.bin,dna.50MB,1024,4,hor2,128569,9,0.1860
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-006.bin,dna.50MB,1024,4,bndm,257049,9,0.3176
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-001.bin,dna.50MB,1024,4,strutil,215821,12,0.2583
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-001.bin,dna.50MB,1024,4,rk,364543,12,0.4313
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-001.bin,dna.50MB,1024,4,kmp,363856,12,0.4253
patterns/pattern.dna.50MB.1024.4/pattern.dna.50MB.1024.4-001.bin,dna.50MB,1024,4,naive2,495158,12,0.5703
